RECTYPE,,Record type
90021,,At sea (US citizen)
90022,,At sea or abroad (U.S. citizen)
,,Other unknowns:
95000,,Other n.e.c.
99900,,Missing/blank
,,
ANCESTR1,,"Ancestry, first response [general version]"
,,WESTERN EUROPE (EXCEPT SPAIN)
1,,"Alsatian, Alsace-Lorraine"
2,,Andorran
3,,Austrian
4,,Tirolean
,,Basque:
5,,Basque
6,,French Basque
8,,Belgian
9,,Flemish
10,,Walloon
11,,British
12,,British Isles
13,,Channel Islander
14,,Gibraltan
15,,Cornish
16,,Corsican
17,,Cypriot
18,,Greek Cypriote
19,,Turkish Cypriote
20,,Danish
21,,Dutch
22,,English
23,,Faeroe Islander
24,,Finnish
25,,Karelian
,,French:
26,,French
27,,Lorrainian
28,,Breton
29,,Frisian
30,,Friulian
,,German:
32,,German
33,,Bavarian
34,,Berliner
35,,Hamburger
36,,Hanoverian
37,,Hessian
38,,Lubecker
39,,Pomeranian
40,,Prussian
41,,Saxon
42,,Sudetenlander
43,,Westphalian
46,,Greek
47,,Cretan
48,,"Cycladic Islander, Dodecanese Islander, Peloponnesian"
49,,Icelander
50,,"Irish, various subheads,"
,,Italian:
51,,Italian
53,,Abruzzi
54,,Apulian
55,,Basilicata
56,,Calabrian
57,,Amalfin
58,,Emilia Romagna
59,,Rome
60,,Ligurian
61,,Lombardian
62,,Marches
63,,Molise
64,,Neapolitan
65,,Piedmontese
66,,Puglia
67,,Sardinian
68,,Sicilian
69,,Tuscan
70,,Trentino
71,,Umbrian
72,,Valle dAosta
73,,Venetian
75,,Lapp
76,,Liechtensteiner
77,,Luxemburger
78,,Maltese
79,,Manx
80,,Monegasque
81,,Northern Irelander
82,,Norwegian
84,,Portuguese
85,,Azorean
86,,Madeiran
87,,Scotch Irish
88,,Scottish
89,,Swedish
90,,Aland Islander
91,,Swiss
92,,Suisse
95,,Romansch
96,,Suisse Romane
97,,Welsh
98,,"Scandinavian, Nordic"
,,EASTERN EUROPE AND SOVIET UNION
100,,Albanian
101,,Azerbaijani
102,,Belorussian
103,,Bulgarian
105,,Carpathian
,,Cossack:
108,,Cossack
109,,Croatian
111,,Czechoslovakian
112,,Bohemian
115,,Estonian
116,,Livonian
117,,Finno Ugrian
118,,Mordovian
119,,Voytak
120,,Georgian
122,,Germans from Russia
123,,Gruziia
124,,Rom
125,,Hungarian
126,,Magyar
128,,Latvian
129,,Lithuanian
130,,Macedonian
132,,North Caucasian
133,,North Caucasian Turkic
140,,Ossetian
142,,Polish
143,,Kashubian
,,Romanian:
144,,Romanian
145,,Bessarabian
146,,Moldavian
147,,Wallachian
148,,Russian
150,,Muscovite
,,Serbian:
152,,Serbian
153,,Slovak
154,,Slovene
155,,Sorb/Wend
156,,Soviet Turkic
157,,Bashkir
158,,Chevash
159,,Gagauz
160,,Mesknetian
163,,Yakut
164,,"Soviet Union, nec"
165,,Tatar
169,,Uzbek
171,,Ukrainian
176,,Yugoslavian
178,,Slav
179,,Slavonian
,,"EUROPE, N.E.C."
181,,"Central European, nec"
183,,"Northern European, nec"
185,,"Southern European, nec"
187,,"Western European, nec"
190,,"Eastern European, nec"
195,,"European, nec"
,,HISPANIC CATEGORIES
,,Spaniard:
200,,Spaniard
201,,Andalusian
202,,Astorian
204,,Catalonian
205,,Balearic Islander
206,,Galician
,,Mexican:
210,,Mexican
211,,Mexican American
213,,Chicano/Chicana
218,,Nuevo Mexicano
219,,Californio
221,,Costa Rican
222,,Guatemalan
223,,Honduran
224,,Nicaraguan
225,,Panamanian
226,,Salvadoran
227,,Latin American
231,,Argentinean
232,,Bolivian
233,,Chilean
234,,Colombian
235,,Ecuadorian
236,,Paraguayan
237,,Peruvian
238,,Uruguayan
239,,Venezuelan
248,,South American
261,,Puerto Rican
271,,Cuban
275,,Dominican
290,,Hispanic
291,,Spanish
295,,Spanish American
296,,Other Spanish/Hispanic
,,WEST INDIES
300,,Bahamian
301,,Barbadian
302,,Belizean
303,,Bermudan
304,,Cayman Islander
308,,Jamaican
310,,Dutch West Indies
311,,Aruba Islander
312,,St Maarten Islander
314,,Trinidadian/Tobagonian
315,,Trinidadian
316,,Tobagonian
317,,U.S. Virgin Islander
321,,British Virgin Islander
322,,British West Indian
323,,Turks and Caicos Islander
324,,Anguilla Islander
328,,Dominica Islander
329,,Grenadian
331,,St Lucia Islander
332,,French West Indies
333,,Guadeloupe Islander
334,,Cayenne
335,,West Indian
336,,Haitian
337,,Other West Indian
,,NON-HISPANIC CENTRAL AND SOUTH AMERICA
360,,Brazilian
365,,San Andres
370,,Guyanese/British Guiana
375,,Providencia
380,,Surinam/Dutch Guiana
,,NORTH AFRICA AND SOUTHWEST ASIA
400,,Algerian
402,,Egyptian
404,,Libyan
,,Moroccan:
406,,Moroccan
407,,Ifni
408,,Tunisian
411,,North African
412,,Alhucemas
413,,Berber
414,,Rio de Oro
415,,Bahraini
416,,Iranian
417,,Iraqi
419,,Israeli
421,,Jordanian
423,,Kuwaiti
425,,Lebanese
427,,Saudi Arabian
,,Syrian:
429,,Syrian
431,,Armenian
434,,Turkish
435,,Yemeni
436,,Omani
437,,Muscat
438,,Trucial Oman
439,,Qatar
442,,Kurdish
444,,Kuria Muria Islander
465,,Palestinian
466,,Gazan
467,,West Bank
470,,South Yemeni
471,,Aden
480,,United Arab Emirates
482,,Assyrian/Chaldean/Syriac
490,,Middle Eastern
495,,Arab
496,,Other Arab
,,SUBSAHARAN AFRICA
500,,Angolan
502,,Benin
504,,Botswana
506,,Burundian
508,,Cameroonian
510,,Cape Verdean
513,,Chadian
515,,Congolese
516,,Congo-Brazzaville
519,,Djibouti
520,,Equatorial Guinea
522,,Ethiopian
523,,Eritrean
525,,Gabonese
527,,Gambian
529,,Ghanian
530,,Guinean
531,,Guinea Bissau
532,,Ivory Coast
534,,Kenyan
538,,Lesotho
541,,Liberian
543,,Madagascan
545,,Malawian
546,,Malian
549,,Mozambican
550,,Namibian
551,,Niger
553,,Nigerian
554,,Fulani
555,,Hausa
556,,Ibo
557,,Tiv
561,,Rwandan
564,,Senegalese
566,,Sierra Leonean
568,,Somalian
569,,Swaziland
570,,South African
571,,Union of South Africa
572,,Afrikaner
573,,Natalian
574,,Zulu
576,,Sudanese
577,,Dinka
578,,Nuer
579,,Fur
582,,Tanzanian
583,,Tanganyikan
584,,Zanzibar Islander
586,,Togo
588,,Ugandan
589,,Upper Voltan
591,,Zairian
592,,Zambian
593,,Zimbabwean
594,,African Islands
,,"SUBSAHARAN AFRICA, N.E.C."
595,,Other Subsaharan Africa
596,,Central African
597,,East African
598,,West African
599,,African
,,SOUTH ASIA
600,,Afghan
601,,Baluchi
602,,Pathan
603,,Bengali
607,,Bhutanese
609,,Nepali
,,Asian Indian:
615,,Asian Indian
622,,Andaman Islander
624,,Andhra Pradesh
626,,Assamese
628,,Goanese
630,,Gujarati
632,,Karnatakan
634,,Keralan
638,,Maharashtran
640,,Madrasi
642,,Mysore
644,,Naga
648,,Pondicherry
650,,Punjabi
656,,Tamil
675,,East Indies
680,,Pakistani
690,,Sri Lankan
691,,Singhalese
692,,Veddah
695,,Maldivian
,,OTHER ASIA
,,Burmese:
700,,Burmese
702,,Shan
703,,Cambodian
704,,Khmer
,,Chinese:
706,,Chinese
707,,Cantonese
708,,Manchurian
709,,Mandarin
712,,Mongolian
714,,Tibetan
716,,Hong Kong
718,,Macao
720,,Filipino
730,,Indonesian
,,Japanese:
740,,Japanese
746,,Ryukyu Islander
748,,Okinawan
750,,Korean
765,,Laotian
766,,Meo
768,,Hmong
770,,Malaysian
774,,Singaporean
776,,Thai
777,,Black Thai
778,,Western Lao
782,,Taiwanese
785,,Vietnamese
786,,Katu
787,,Ma
788,,Mnong
790,,Montagnard
792,,Indochinese
793,,Eurasian
795,,Asian
796,,Other Asian
,,PACIFIC
800,,Australian
801,,Tasmanian
802,,Australian Aborigine
803,,New Zealander
,,Polynesian:
808,,Polynesian
810,,Maori
811,,Hawaiian
813,,Part Hawaiian
,,Samoan:
814,,Samoan
815,,Tongan
816,,Tokelauan
817,,Cook Islander
818,,Tahitian
819,,Niuean
,,Micronesia:
820,,Micronesian
821,,Guamanian
822,,Chamorro Islander
823,,Saipanese
824,,Palauan
825,,Marshall Islander
,,Federated States of Micronesia:
826,,Kosraean
827,,Ponapean
828,,Chuukese
829,,Yap Islander
830,,Caroline Islander
831,,Kiribatese
832,,Nauruan
833,,Tarawa Islander
834,,Tinian Islander
,,Melanesian:
840,,Melanesian Islander
841,,Fijian
843,,New Guinean
844,,Papuan
845,,Solomon Islander
846,,New Caledonian Islander
847,,Vanuatuan
850,,Pacific Islander
860,,Oceania
862,,Chamolinian
863,,Reserved Codes
870,,Other Pacific
,,NORTH AMERICAN (NON-HISPANIC)
900,,Afro-American
902,,African-American
913,,Central American Indian
914,,South American Indian
920,,American Indian  (all tribes)
921,,Aleut
922,,Eskimo
923,,Inuit
924,,White/Caucasian
930,,Greenlander
931,,Canadian
933,,Newfoundland
934,,Nova Scotian
935,,French Canadian
936,,Acadian
939,,American
940,,United States
941,,Alabama
942,,Alaska
943,,Arizona
944,,Arkansas
945,,California
946,,Colorado
947,,Connecticut
948,,District of Columbia
949,,Delaware
950,,Florida
951,,Georgia
952,,Idaho
953,,Illinois
954,,Indiana
955,,Iowa
956,,Kansas
957,,Kentucky
958,,Louisiana
959,,Maine
960,,Maryland
961,,Massachusetts
962,,Michigan
963,,Minnesota
964,,Mississippi
965,,Missouri
966,,Montana
967,,Nebraska
968,,Nevada
969,,New Hampshire
970,,New Jersey
971,,New Mexico
972,,New York
973,,North Carolina
974,,North Dakota
975,,Ohio
976,,Oklahoma
977,,Oregon
978,,Pennsylvania
979,,Rhode Island
980,,South Carolina
981,,South Dakota
982,,Tennessee
983,,Texas
984,,Utah
985,,Vermont
986,,Virginia
987,,Washington
988,,West Virginia
989,,Wisconsin
990,,Wyoming
993,,Southerner
994,,North American
,,RESIDUAL
995,,Mixture
996,,Uncodable
998,,Other
999,,Not Reported
,,
ANCESTR1D,,"Ancestry, first response [detailed version]"
,,WESTERN EUROPE (EXCEPT SPAIN)
10,,Alsatian
20,,Andorran
30,,Austrian
40,,Tirolean
,,Basque:
51,,Basque (1980)
52,,Spanish Basque (1980)
53,,Basque (1990-2000)
54,,"Spanish Basque (1990-2000, 2001-2004 ACS)"
60,,French Basque
80,,Belgian
90,,Flemish
100,,Walloon
110,,British
120,,British Isles
130,,Channel Islander
140,,Gibraltan
150,,Cornish
160,,Corsican
170,,Cypriot
180,,Greek Cypriote
190,,Turkish Cypriote
200,,Danish
210,,Dutch
211,,Dutch-French-Irish
212,,Dutch-German-Irish
213,,Dutch-Irish-Scotch
220,,English
221,,English-French-German
222,,English-French-Irish
223,,English-German-Irish
224,,English-German-Swedish
225,,English-Irish-Scotch
226,,English-Scotch-Welsh
230,,Faeroe Islander
240,,Finnish
250,,Karelian
,,French:
260,,French (1980)
261,,"French (1990-2000, ACS, PRCS)"
262,,Occitan (1990-2000)
270,,Lorrainian
280,,Breton
290,,Frisian
300,,Friulian
,,German:
320,,German (1980)
321,,"German (1990-2000, ACS/PRCS)"
322,,"Pennsylvania German (1990-2000, ACS, PRCS)"
323,,East German (1990-2000)
324,,West German (2000)
325,,German-French-Irish
326,,German-Irish-Italian
327,,German-Irish-Scotch
328,,German-Irish-Swedish
329,,Germanic
330,,Bavarian
340,,Berliner
350,,Hamburger
360,,Hanoverian
370,,Hessian
380,,Lubecker
390,,Pomeranian (1980)
391,,Pomeranian (1990-2000)
392,,Silesian (1990-2000)
400,,Prussian
410,,Saxon
420,,Sudetenlander
430,,Westphalian
460,,Greek
470,,Cretan
480,,Cycladic Islander
490,,Icelander
500,,Irish
501,,Celtic
502,,Irish Scotch
,,Italian:
510,,Italian (1980)
511,,"Italian (1990-2000, ACS, PRCS)"
512,,Trieste (1990-2000)
513,,San Marino (1990-2000)
530,,Abruzzi
540,,Apulian
550,,Basilicata
560,,Calabrian
570,,Amalfi
580,,Emilia Romagna
590,,Rome
600,,Ligurian
610,,Lombardian
620,,Marches
630,,Molise
640,,Neapolitan
650,,Piedmontese
660,,Puglia
670,,Sardinian
680,,Sicilian
690,,Tuscan
700,,Trentino
710,,Umbrian
720,,Valle dAosta
730,,Venetian
750,,Lapp
760,,Liechtensteiner
770,,Luxemburger
780,,Maltese
790,,Manx
800,,Monegasque
810,,Northern Irelander
820,,Norwegian
840,,Portuguese
850,,Azorean
860,,Madeiran
870,,Scotch Irish
880,,Scottish
890,,Swedish
900,,Aland Islander
910,,Swiss
920,,Suisse (1980)
921,,"Suisse (1990-2000, ACS, PRCS)"
922,,"Switzer (1990-2000, ACS, PRCS)"
950,,"Romansch (1980, ACS)"
951,,Romanscho (1990-2000)
952,,Ladin (1990-2000)
960,,"Suisse Romane (1990-2000, ACS, PRCS)"
961,,Suisse Romane (1980)
962,,Ticino
970,,Welsh
980,,"Scandinavian, Nordic"
,,EASTERN EUROPE AND SOVIET UNION
1000,,Albanian
1010,,Azerbaijani
1020,,Belorussian
1030,,Bulgarian
1050,,Carpathian
1051,,Carpatho Rusyn
1052,,Rusyn
,,Cossack:
1080,,Cossack (1990-2000)
1081,,Cossack (1980)
1082,,"Turkestani (1990-2000, 2012 ACS)"
1083,,Kirghiz (1980)
1084,,Turcoman (1980)
1090,,Croatian
1110,,Czechoslovakian
1111,,Czech
1120,,Bohemian
1121,,"Bohemian (1990-2000, ACS, PRCS)"
1122,,Moravian (1990-2000)
1150,,Estonian
1160,,Livonian
1170,,Finno Ugrian (1990-2000)
1171,,Udmert
1180,,Mordovian
1190,,Voytak
1200,,Georgian
1220,,Germans from Russia
1221,,Volga
1222,,"German from Russia (1990-2000); German Russian (ACS, PRCS)"
1230,,Gruziia (1990-2000)
1240,,Rom
1250,,Hungarian
1260,,Magyar
1280,,Latvian
1290,,Lithuanian
1300,,Macedonian
1320,,North Caucasian
1330,,North Caucasian Turkic (1990-2000)
1400,,Ossetian
1420,,Polish
1430,,Kashubian
,,Romanian:
1440,,"Romanian (1990-2000, ACS, PRCS)"
1441,,Rumanian (1980)
1442,,Transylvanian
1450,,Bessarabian (1980)
1451,,Bessarabian (1990-2000)
1452,,Bucovina
1460,,Moldavian
1470,,Wallachian
1480,,Russian
1500,,Muscovite
,,Serbian:
1520,,Serbian (1980)
1521,,"Serbian (1990-2000, ACS, PRCS)"
1522,,"Bosnian (1990) Herzegovinian (2000, ACS, PRCS)"
1523,,"Montenegrin (1990-2000, 2012 ACS)"
1530,,Slovak
1540,,Slovene
1550,,Sorb/Wend
1560,,Soviet Turkic (1990-2000)
1570,,Bashkir
1580,,Chevash
1590,,Gagauz (1990-2000)
1600,,Mesknetian (1990-2000)
1630,,Yakut
1640,,"Soviet Union, nec"
1650,,Tatar (1990-2000)
1651,,Tartar (1980)
1652,,Crimean (1980)
1653,,Tuvinian (1990-2000)
1654,,Soviet Central Asia (1990-2000)
1655,,"Tadzhik (1980, 2000)"
1690,,Uzbek
1710,,Ukrainian (1980)
1711,,"Ukrainian (1990-2000, ACS, PRCS)"
1712,,Ruthenian (1980)
1713,,Ruthenian (1990-2000)
1714,,Lemko
1715,,Bioko
1716,,Husel
1717,,Windish
1760,,Yugoslavian
1780,,Slav
1790,,Slavonian
,,"EUROPE, N.E.C."
1810,,"Central European, nec"
1830,,"Northern European, nec"
1850,,"Southern European, nec"
1870,,"Western European, nec"
1900,,"Eastern European, nec"
1950,,"European, nec"
,,HISPANIC CATEGORIES
,,Spaniard:
2000,,Spaniard (1980)
2001,,"Spaniard (1990-2000, ACS, PRCS)"
2002,,Castillian (1990-2000)
2003,,Valencian (1990-2000)
2010,,Andalusian (1990-2000)
2020,,Asturian (1990-2000)
2040,,Catalonian
2050,,Balearic Islander (1980)
2051,,Balearic Islander (1990-2000)
2052,,Canary Islander (1990-2000)
2060,,Galician (1980)
2061,,Gallego (1990-2000)
2062,,Galician (1990-2000)
,,Mexican:
2100,,Mexican
2101,,"Mexican (1990-2000, ACS, PRCS)"
2102,,"Mexicano/Mexicana (1990-2000, ACS, PRCS)"
2103,,Mexican Indian
2110,,Mexican American
2111,,Mexican American Indian
2130,,Chicano/Chicana
2180,,Nuevo Mexicano
2181,,Nuevo Mexicano (1990-2000)
2182,,La Raza (1990-2000)
2183,,"Mexican state (1990-2000, ACS, PRCS)"
2184,,Tejano/Tejana (1990-2000)
2190,,Californio
2210,,Costa Rican
2220,,Guatemalan
2230,,Honduran
2240,,Nicaraguan
2250,,Panamanian (1980)
2251,,"Panamanian (1990-2000, ACS, PRCS)"
2252,,Canal Zone (1990-2000)
2260,,Salvadoran
2270,,Latin American (1980)
2271,,"Central American (1990-2000, ACS, PRCS)"
2272,,"Latin American (1990-2000, ACS, PRCS)"
2273,,"Latino/Latina (1990-2000, ACS, PRCS)"
2274,,"Latin (1990-2000, ACS, PRCS)"
2310,,Argentinean
2320,,Bolivian
2330,,Chilean
2340,,Colombian
2350,,Ecuadorian
2360,,Paraguayan
2370,,Peruvian
2380,,Uruguayan
2390,,Venezuelan
2480,,South American (1980)
2481,,"South American (1990-2000, ACS, PRCS)"
2482,,Criollo/Criolla (1990-2000)
2610,,Puerto Rican
2710,,Cuban
2750,,Dominican
2900,,Hispanic
2910,,Spanish
2950,,Spanish American
2960,,Other Spanish/Hispanic
,,WEST INDIES
3000,,Bahamian
3010,,Barbadian
3020,,Belizean
3030,,Bermudan
3040,,Cayman Islander
3080,,Jamaican
3100,,Dutch West Indies
3110,,Aruba Islander
3120,,St Maarten Islander
3140,,Trinidadian/Tobagonian
3150,,Trinidadian
3160,,Tobagonian
3170,,U.S. Virgin Islander (1980)
3171,,U.S. Virgin Islander (1990-2000)
3172,,St. Croix Islander (1990-2000)
3173,,St. John Islander (1990-2000)
3174,,St. Thomas Islander (1990-2000)
3210,,British Virgin Islander (1980)
3211,,British Virgin Islander (1990-2000)
3212,,"Antigua (1990-2000, ACS, PRCS)"
3220,,British West Indian
3230,,Turks and Caicos Islander
3240,,Anguilla Islander (1980)
3241,,Anguilla Islander (1990-2000)
3242,,Montserrat Islander (1990-2000)
3243,,Kitts/Nevis Islander (1990-2000)
3244,,St. Christopher (1980)
3245,,"St Vincent Islander (1990); Vincent-Grenadine Islander (2000 Census, 2005 ACS, 2005 PRCS)"
3280,,Dominica Islander
3290,,Grenadian
3310,,St Lucia Islander
3320,,French West Indies
3330,,Guadeloupe Islander
3340,,Cayenne
3350,,"West Indian (1990-2000, ACS, PRCS)"
3351,,West Indian (1980)
3352,,Caribbean (1980)
3353,,Arawak (1980)
3360,,Haitian
3370,,Other West Indian
,,NON-HISPANIC CENTRAL AND SOUTH AMERICA
3600,,Brazilian
3650,,San Andres
3700,,Guyanese/British Guiana
3750,,Providencia
3800,,Surinam/Dutch Guiana
,,NORTH AFRICA AND SOUTHWEST ASIA
4000,,Algerian
4020,,Egyptian
4040,,Libyan
,,Moroccan:
4060,,"Moroccan (1990-2000, ACS, PRCS)"
4061,,Moroccan (1980)
4062,,Moor (1980)
4070,,Ifni
4080,,Tunisian
4110,,North African
4120,,Alhucemas
4130,,Berber
4140,,Rio de Oro
4150,,Bahraini
4160,,Iranian
4170,,Iraqi
4190,,Israeli
4210,,Jordanian
4220,,Transjordan
4230,,Kuwaiti
4250,,Lebanese
4270,,Saudi Arabian
,,Syrian:
4290,,"Syrian (1990-2000, ACS, PRCS)"
4291,,Syrian (1980)
4292,,Latakian (1980)
4293,,Jebel Druse (1980)
4310,,Armenian
4340,,Turkish
4350,,Yemeni
4360,,Omani
4370,,Muscat
4380,,Trucial Oman
4390,,Qatar
4410,,Bedouin
4420,,Kurdish
4440,,Kuria Muria Islander
4650,,Palestinian
4660,,Gazan
4670,,West Bank
4700,,South Yemeni
4710,,Aden
4800,,United Arab Emirates
4820,,Assyrian/Chaldean/Syriac (1990-2000)
4821,,Assyrian
4822,,"Syriac (1980, 2000)"
4823,,"Chaldean (2000, ACS, PRCS)"
4900,,Middle Eastern
4950,,Arab
4951,,"Arabic (1990-2000, ACS, PRCS)"
4960,,Other Arab
,,SUBSAHARAN AFRICA
5000,,Angolan
5020,,Benin
5040,,Botswana
5060,,Burundian
5080,,Cameroonian
5100,,Cape Verdean
5120,,Central African Republic
5130,,Chadian
5150,,Congolese
5160,,Congo-Brazzaville
5190,,Djibouti
5200,,Equatorial Guinea
5210,,Corsico Islander
5220,,Ethiopian
5230,,Eritrean
5250,,Gabonese
5270,,Gambian
5290,,Ghanian
5300,,Guinean
5310,,Guinea Bissau
5320,,Ivory Coast
5340,,Kenyan
5380,,Lesotho
5410,,Liberian
5430,,Madagascan
5450,,Malawian
5460,,Malian
5470,,Mauritanian
5490,,Mozambican
5500,,Namibian
5510,,Niger
5530,,Nigerian
5540,,Fulani
5550,,Hausa
5560,,Ibo
5570,,Tiv (1980)
5571,,Tiv (1990-2000)
5572,,Yoruba (1990-2000)
5610,,Rwandan
5640,,Senegalese
5660,,Sierra Leonean
5680,,Somalian
5690,,Swaziland
5700,,South African
5710,,Union of South Africa
5720,,Afrikaner
5730,,Natalian
5740,,Zulu
5760,,Sudanese
5770,,Dinka
5780,,Nuer
5790,,Fur
5800,,Baggara
5820,,Tanzanian
5830,,Tanganyikan
5840,,Zanzibar
5860,,Togo
5880,,Ugandan
5890,,Upper Voltan
5900,,Volta
5910,,Zairian
5920,,Zambian
5930,,Zimbabwean
5940,,African Islands (1980)
5941,,African Islands (1990-2000)
5942,,Mauritius (1990-2000)
,,"SUBSAHARAN AFRICA, N.E.C."
5950,,Other Subsaharan Africa
5960,,Central African
5970,,East African
5980,,West African
5990,,African
,,SOUTH ASIA
6000,,Afghan
6010,,Baluchi
6020,,Pathan
6030,,Bengali (1980)
6031,,"Bangladeshi (1990-2000, ACS, PRCS)"
6032,,"Bengali (1990-2000, ACS, PRCS)"
6070,,Bhutanese
6090,,Nepali
,,Asian Indian:
6150,,Asian Indian (1980)
6151,,"India (1990-2000, ACS, PRCS)"
6152,,"East Indian (1990-2000, ACS, PRCS)"
6153,,Madhya Pradesh (1990-2000)
6154,,Orissa (1990-2000)
6155,,Rajasthani (1990-2000)
6156,,Sikkim (1990-2000)
6157,,Uttar Pradesh (1990-2000)
6220,,Andaman Islander
6240,,Andhra Pradesh
6260,,Assamese
6280,,Goanese
6300,,Gujarati
6320,,Karnatakan
6340,,Keralan
6380,,Maharashtran
6400,,Madrasi
6420,,Mysore
6440,,Naga
6480,,Pondicherry
6500,,Punjabi
6560,,Tamil
6750,,East Indies (1990-2000)
6800,,Pakistani (1980)
6801,,"Pakistani (1990-2000, ACS, PRCS)"
6802,,Kashmiri (1990-2000)
6900,,Sri Lankan
6910,,Singhalese
6920,,Veddah
6950,,Maldivian
,,OTHER ASIA
,,Burmese:
7000,,"Burmese (1990-2000, ACS, PRCS)"
7001,,Burmese (1980)
7002,,Burman (1980)
7020,,Shan
7030,,Cambodian
7040,,Khmer
,,Chinese:
7060,,Chinese
7070,,Cantonese (1980)
7071,,"Cantonese (1990-2000, ACS, PRCS)"
7072,,Formosan (1990-2000)
7080,,Manchurian
7090,,Mandarin (1990-2000)
7120,,Mongolian (1980)
7121,,"Mongolian (1990-2000, ACS, PRCS)"
7122,,Kalmyk (1990-2000)
7140,,Tibetan
7160,,Hong Kong (1990-2000)
7161,,Hong Kong (1980)
7162,,Eastern Archipelago (1980)
7180,,Macao
7200,,Filipino
7300,,Indonesian (1980)
7301,,"Indonesian (1990-2000, ACS, PRCS)"
7302,,Borneo (1990-2000)
7303,,Java (1990-2000)
7304,,Sumatran (1990-2000)
,,Japanese:
7400,,Japanese (1980)
7401,,"Japanese (1990-2000, ACS, PRCS)"
7402,,Issei (1990-2000)
7403,,Nisei (1990-2000)
7404,,Sansei (1990-2000)
7405,,Yonsei (1990-2000)
7406,,Gosei (1990-2000)
7460,,Ryukyu Islander
7480,,Okinawan
7500,,Korean
7650,,Laotian
7660,,Meo
7680,,Hmong
7700,,Malaysian (1980)
7701,,"Malaysian (1990-2000, ACS, PRCS)"
